Sector,R2,P_Value,Beta,CAGR,Volatility,Score_Growth,Score_Confidence,Score_Stability,Investment_Score
HCM_HighTech,0.915930661331857,0.004081694737727646,3.842472343094529,0.11591514310181283,0.11301438108612603,1.0,0.847713163171816,0.0,0.7390852652687264
HCM_FDI,0.870353962331817,0.0025585996522764875,0.2564322826095233,0.06057630278066317,0.05979443245156201,0.6007177946399662,0.7651535589957404,0.4888684184584974,0.6441222251459822
HCM_Manufacturing,0.948096485464431,0.0036181766608903254,4.415753144697667e-11,0.016169706236519366,0.022088889347448307,0.2803141920747247,0.9059797284704624,0.8352244315203987,0.6415624545221545
HCM_Trade,1.0,0.9775668394774657,2.2305955891728477e-25,0.022589881362794495,0.07654903278033318,0.3266372026101849,1.0,0.3349638173685404,0.5976476445177821
HCM_Services,0.7673526548836442,0.4355248546037666,1.849192839915393e-11,-0.0014508572690570265,0.014072530821928707,0.1531778550036318,0.5785725349393039,0.9088611901929141,0.47447239401575714
HCM_Education,0.9026484078392694,0.005634629534628162,-1.590970483537647e-11,-0.022680666023340845,0.039721316795619716,0.0,0.8236531146168874,0.6732562759447376,0.46411250103570245
HCM_Energy,0.47384629262393885,0.6856615809210276,-4.601295238162182e-12,0.0007540552851728055,0.004150836980786904,0.16908679603256846,0.04690241351827035,1.0,0.28639568382033553
HCM_Healthcare,0.44795400299112265,0.16910182167131965,-1.521256335181956e-11,-0.008156611433291605,0.05254846767408579,0.10479432734458691,0.0,0.5554284853479682,0.15300342800742842
